experiment,model,feature_set,region,region_display,period,support,positives,negatives,positive_rate,predicted_positives,precision,recall,f1,f1_error,average_precision,average_precision_error,roc_auc,brier_score,threshold,validation_threshold,evaluation_type,is_primary,train_rows,architecture,source_metrics
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2025,1744,137,1607,0.0785550459,875,0.1554285714,0.9927007299,0.2687747036,0.005771185,0.4342420181,0.0385344828,0.9304956872,0.0824608796,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2025,7618,304,7314,0.039905487,4788,0.0620300752,0.9769736842,0.1166535742,0.0015199569,0.1935917541,0.0151154243,0.8016376308000001,0.1072880243,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,europe,Europe,2025,8878,632,8246,0.0711872043,3841,0.1530851341,0.9303797468,0.2629107981,0.0038523643,0.2763679346,0.0119086891,0.8556009703,0.0800270589,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,global,Global,2021-2023,206438,36593,169845,0.1772590318,125471,0.2800806561,0.9603476075,0.4336805213,0.0010184426,0.4882562849,0.0055686839,0.8378833984,0.1268015809,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,59802,0.2745821102,57713,0.3767781956,0.9606379219,0.5412637369000001,0.0015213287,0.5625177426,0.0023631379,0.8113334597,0.1572455604,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2021-2023,6484,795,5689,0.1226095003,4422,0.1768430574,0.9836477987,0.2997891509,0.0008996377,0.4394205006,0.0175854397,0.8694523581,0.1241413576,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021-2023,29340,2012,27328,0.0685753238,19058,0.1048903348,0.9935387674,0.1897484575,0.0006038862,0.2909102457,0.0079784531,0.8360408302000001,0.118217587,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,europe,Europe,2021-2023,32712,1723,30989,0.0526718024,13565,0.1233321047,0.9709808474,0.2188644689,0.0013171771,0.3779298995,0.0048652592,0.9038283425,0.0701651675,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,global,Global,2021-2025,321173,49514,271659,0.1541661348,187241,0.2482469117,0.9387647938,0.3926590779,0.0017526012,0.449225184,0.0026229453,0.82967642,0.1210734064,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,96993,0.2437782629,87784,0.3410074729,0.9573991748,0.5028937178,0.0009727732,0.5262097103,0.00463472,0.8099977035,0.1516935143,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2021-2025,10457,1230,9227,0.1176245577,6870,0.176419214,0.9853658537,0.2992592593,0.0021190323,0.4220406744,0.0125275844,0.8766963516,0.1182854839,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021-2025,45961,2503,43458,0.0544592154,29155,0.0850968959,0.9912105473,0.1567376335,0.0005008636,0.2717018209,0.0083594811,0.8412475373,0.1117893551,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,europe,Europe,2021-2025,52062,2848,49214,0.0547040068,21751,0.1251896465,0.9561095506,0.2213911135,0.0017788399,0.337824421,0.0093248615,0.8887809733,0.0719218056,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,global,Global,2021,87238,24772,62466,0.2839588252825603,45487,0.4968012838833073,0.9122396253834976,0.6432770178909464,0.0005158097284203,0.6180551486576322,0.0024536613665902,0.8483050729863475,0.1468216080213334,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021,44639,19789,24850,0.4433119021483456,31796,0.5859856585734055,0.94153317499621,0.7223805369778036,0.0010915521589092,0.6686450362019095,0.0046708219876008,0.7809825317054685,0.1901354782069325,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,far_east,Far East,2021,2141,270,1871,0.1261092947220924,757,0.3104359313077939,0.8703703703703703,0.4576436222005842,0.0080248792069359,0.4450827321601734,0.0259684648496648,0.8760991349446722,0.104553770978973,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2021,10197,903,9294,0.0885554574874963,3868,0.1889865563598759,0.8095238095238095,0.3064347097044644,0.0064119438733378,0.3107649106663037,0.0032557241765592,0.8125414507889323,0.1019938197006301,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,europe,Europe,2021,11926,847,11079,0.0710212980043602,3210,0.2214953271028037,0.8394332939787486,0.3505052994823761,0.0044423504849909,0.2311276394781607,0.003094547708298,0.863155594046961,0.0695644381034057,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,global,Global,2022,58312,4923,53389,0.0844251612018109,16754,0.2247224543392622,0.7647775746496039,0.3473727914379296,0.0022580504009551,0.252416381945027,0.0027140930811725,0.8346473221560979,0.0936582210343175,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2022,18946,1456,17490,0.076849994721841,6508,0.1731714812538414,0.7740384615384616,0.2830236062280261,0.0046387237339729,0.1755975173820206,0.0021986694259854,0.7914328203243297,0.1223085539130587,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,far_east,Far East,2022,2076,192,1884,0.0924855491329479,570,0.2,0.59375,0.2992125984251969,0.0200292406322098,0.2605203281253513,0.0163276188255471,0.7792097929936305,0.097319262133714,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2022,9862,698,9164,0.0707767187183127,3622,0.1612368856985091,0.836676217765043,0.2703703703703703,0.0068027649989734,0.2082651871734345,0.0116538996590555,0.8189070475099399,0.095031848745419,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796708615682,1947,0.1571648690292758,0.8010471204188482,0.2627737226277372,0.0080703277128855,0.3263783503069942,0.0254358990815324,0.9025678291513778,0.0445031486448866,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.1132899750361319,19502,0.2754589272895087,0.7787764569440417,0.406969696969697,0.0020217017103027,0.2894601637232484,0.0033863396922248,0.827717617992572,0.1072305361542722,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813610565957,7184,0.1557628062360802,0.8044572250179727,0.2609912536443148,0.0048663255754861,0.2010141574572591,0.0085832631500096,0.7928770419918086,0.1279739027503056,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632112924,896,0.3348214285714285,0.9009009009009008,0.4882017900732303,0.0121736785815376,0.5241576012291016,0.0225714187652704,0.8736627009636316,0.108128662174148,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211184139,2825,0.1189380530973451,0.8175182481751825,0.207663782447466,0.0055771156811237,0.1842598390178391,0.009796476825277,0.8467265749937598,0.0786974644214918,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006120887,2077,0.215214251324025,0.9048582995951416,0.3477246207701283,0.0051616139521589,0.353917633967679,0.0346609178750393,0.914290396624582,0.0461190586045352,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095138558,20802,0.2870397077204115,0.6537114079264287,0.3989176910742918,0.0043539167329124,0.3196726626006702,0.0044214667294509,0.7760731897082925,0.1287427623064257,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.232145536384096,12698,0.3469837769727516,0.7119082242688641,0.4665643034891724,0.0023122924654422,0.3681309070948103,0.0040065180552632,0.7104056434925828,0.1955023538202819,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922386720502,808,0.3168316831683168,0.8590604026845637,0.4629294755877034,0.0079045787346936,0.3919140750965774,0.014539598840709,0.8554978989917246,0.107901803295293,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708541597245,2498,0.0640512409927942,0.8556149732620321,0.1191806331471136,0.0021713363008274,0.1257165725639148,0.0168601208395317,0.8585878131156769,0.0652714210315462,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,europe,Europe,2024,10472,493,9979,0.047077922077922,2276,0.163884007029877,0.7565922920892495,0.269411339833875,0.008634051325747,0.2238522556881061,0.0173496493308604,0.8673522714129693,0.0547831047567356,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,global,Global,2025,49672,3787,45885,0.0762401352874859,13218,0.2083522469359963,0.7272247161341431,0.3239047339017936,0.0028602678427038,0.2298493323962161,0.0019429944648194,0.825508631569049,0.0869690477899186,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2025,19162,2442,16720,0.1274397244546498,7457,0.2659246345715435,0.812039312039312,0.4006465299525205,0.00699311306883,0.269686708145892,0.0095998549621875,0.7848860795332087,0.1335754096011461,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,far_east,Far East,2025,1744,137,1607,0.0785550458715596,369,0.3333333333333333,0.8978102189781022,0.4861660079051383,0.0186387772253356,0.4992358511475127,0.0374485318561842,0.9320354834460548,0.057793082624746,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2025,7618,304,7314,0.0399054870044631,2124,0.0955743879472693,0.6677631578947368,0.1672158154859967,0.0057791541846398,0.1534773508588932,0.0160677375740563,0.795748150626772,0.0696659859766314,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,europe,Europe,2025,8878,632,8246,0.0711872043252984,2054,0.2122687439143135,0.689873417721519,0.3246463142218913,0.0062459809695287,0.2454914275292635,0.0114243334893966,0.8369648728804454,0.068452452257155,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,global,Global,2021-2023,206438,36593,169845,0.1772590317674071,81743,0.3882289615012906,0.8672423687590523,0.5363541103299081,0.0032599939697839,0.5076928569454504,0.0055209754952174,0.859169122869134,0.1201274693170808,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,59802,0.2745821101919018,45488,0.4589781920506507,0.9223361017847675,0.612941107392402,0.0017088801939889,0.5759418822363734,0.0035153901911799,0.8317261639146949,0.1603314910923067,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,far_east,Far East,2021-2023,6484,795,5689,0.1226095003084515,2223,0.2919478182636077,0.8163522012578617,0.4300861497680583,0.0044425126667319,0.4384382975855654,0.0163909822330476,0.8534035117975659,0.103487367212271,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2021-2023,29340,2012,27328,0.0685753237900477,10315,0.1600581677169171,0.8205765407554672,0.2678672831994808,0.0018319960482477,0.239749368289138,0.0059239507265334,0.8247427757809117,0.0922844662273522,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,europe,Europe,2021-2023,32712,1723,30989,0.052671802396674,7234,0.2023776610450649,0.8496807893209518,0.3268951657921179,0.0040453487292908,0.2791453516200441,0.0131120592868916,0.8927303450139301,0.0541563918773513,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,global,Global,2021-2025,321173,49514,271659,0.154166134762262,115763,0.349507182778608,0.8171426263279072,0.4896023040108424,0.0009868556367545,0.4515758303763811,0.0051910202509742,0.844086084329938,0.1167445314414454,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,96993,0.2437782629034773,65643,0.4153832091769114,0.8720695941407874,0.5627283046125271,0.0026638225786583,0.5151248459888028,0.0039018381928933,0.8095652892645935,0.1636447233299038,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,far_east,Far East,2021-2025,10457,1230,9227,0.117624557712537,3400,0.3023529411764706,0.8357723577235773,0.444060475161987,0.0022171213621972,0.4277773091643477,0.0126151998534583,0.8664804863069765,0.0968075303286918,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2021-2025,45961,2503,43458,0.0544592154217706,14937,0.1348329651201714,0.8046344386735917,0.2309633027522935,0.003188921192242,0.2111657531790085,0.0086494193758562,0.8290847062497805,0.0832440617877657,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
LSTM embedding fusion (global full),Neural,global full NN features,europe,Europe,2021-2025,52062,2848,49214,0.0547040067611693,11564,0.1965582843306814,0.7981039325842697,0.3154315847904524,0.0023901575359935,0.260339105066371,0.007371807766068,0.8767318275595737,0.056720322600812,0.2341229170560836,0.2341229170560836,legacy_sampled_case_control,False,1185561,lstm_embedding_fusion,outputs/nn_global_full_lstm_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,global,Global,2021,87238,24772,62466,0.2839588252825603,35280,0.6268424036281179,0.8927418052640077,0.7365283421035103,0.0014355980387427,0.7864551805217597,0.0026031151097132,0.91740690497717,0.1181837628128771,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021,44639,19789,24850,0.4433119021483456,25660,0.7081449727201871,0.9182374046187276,0.7996215538295672,0.0010220939333274,0.8272828872054421,0.0033260377641395,0.886150562478413,0.1434172822596545,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,far_east,Far East,2021,2141,270,1871,0.1261092947220924,506,0.4762845849802372,0.8925925925925926,0.6211340206185567,0.0151303770259339,0.6516896493321943,0.028551780302511,0.9364134845695508,0.0890923468617786,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2021,10197,903,9294,0.0885554574874963,3000,0.249,0.8272425249169435,0.382782475019216,0.0031861485439995,0.4134493163780978,0.0176322262522451,0.8705092248038185,0.1139205307262152,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,europe,Europe,2021,11926,847,11079,0.0710212980043602,1571,0.2501591343093571,0.4639905548996458,0.3250620347394541,0.0143515180869373,0.3245327867588377,0.0079008311436623,0.8643863173070765,0.0761791095734192,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,global,Global,2022,58312,4923,53389,0.0844251612018109,10333,0.4004645311139069,0.8405443835059923,0.5424750917671736,0.0025821110812814,0.5747724433068566,0.0045361233460982,0.9398925912364772,0.0728398658534128,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2022,18946,1456,17490,0.076849994721841,2754,0.4364560639070443,0.8255494505494505,0.5710213776722091,0.0080882202354879,0.5479464276026769,0.0034516619037019,0.9484903068629484,0.0625207273323937,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,far_east,Far East,2022,2076,192,1884,0.0924855491329479,379,0.4617414248021108,0.9114583333333334,0.6129597197898424,0.0087232235085744,0.647757615540672,0.0160857363913199,0.9557872213375797,0.0743821958827684,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2022,9862,698,9164,0.0707767187183127,2470,0.225910931174089,0.7994269340974212,0.3522727272727273,0.0086021329842247,0.4777703271359217,0.0154631501914117,0.8948534442111215,0.1014750825791949,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796708615682,1066,0.2570356472795497,0.7172774869109948,0.3784530386740331,0.0065149579388364,0.3540953024956133,0.0167501058275601,0.928394404831827,0.0533710634513123,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.1132899750361319,13546,0.4325262069983759,0.8493766309075095,0.5731755038153004,0.0038607729783329,0.5996164393542347,0.0070451090656224,0.9286095029786292,0.0867901039424192,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813610565957,3794,0.319978914074855,0.8727534148094895,0.4682738669238187,0.0076549473853767,0.5643918552256338,0.01777583031015,0.9292555855701784,0.0836014418114171,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632112924,739,0.4113667117726657,0.9129129129129128,0.5671641791044776,0.0088533413364904,0.5058308891273587,0.0401204301171321,0.9035032964712384,0.1155015052340748,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211184139,1776,0.1599099099099099,0.6909975669099757,0.2597165066300869,0.0030399383154174,0.2509746075016079,0.0191363868522166,0.8708605238686953,0.0894139870005512,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006120887,983,0.3296032553407935,0.6558704453441295,0.4387271496276235,0.0110156695133716,0.4450263973226259,0.0264885311850471,0.9310918941369918,0.0533278467645352,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095138558,16159,0.4780617612476019,0.845741186774688,0.6108409441347409,0.0028609618042042,0.6418076549453957,0.002707508043959,0.9216358116980268,0.0934119727269437,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.232145536384096,10997,0.5232336091661363,0.9297140087251576,0.6696148027464215,0.0022024086673246,0.7073756701515919,0.0063540515826238,0.9057436859455384,0.1257108966226045,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922386720502,498,0.5060240963855421,0.8456375838926175,0.6331658291457286,0.0268530483060752,0.6306767076847019,0.0269647953591322,0.939859724244836,0.0852625887353381,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
Spatial climate TSN embedding fusion (global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708541597245,1294,0.106646058732612,0.7379679144385026,0.1863605671843349,0.0079163513395476,0.2915663574882227,0.0309591378471805,0.8940204732280638,0.0738454450693827,0.4300945103168487,0.4300945103168487,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_embedding_fusion,outputs/nn_global_full_spatial_tsn_embedding_fusion/metrics.json
