experiment,model,feature_set,region,region_display,period,support,positives,negatives,positive_rate,predicted_positives,precision,recall,f1,f1_error,average_precision,average_precision_error,roc_auc,brier_score,threshold,validation_threshold,evaluation_type,is_primary,train_rows,architecture,source_metrics
LSTM gated MoE (global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796709,2029,0.1567274519,0.832460733,0.2637909581,0.0078691325,0.3616158981,0.0340358611,0.9052328654,0.0472919392,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.113289975,21932,0.2636786431,0.8383589446,0.4011793271,0.0007920454,0.3766944649,0.0035324839,0.8445329628,0.1059236256,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813611,7530,0.1579017264,0.8547807333,0.2665620446,0.0022734963,0.2859494854,0.011410221,0.815742344,0.1223042861,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632,1100,0.2854545455,0.9429429429,0.4382414515,0.0052894003,0.4418329503,0.0234062462,0.8605280565000001,0.1256468771,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211,2991,0.0932798395,0.6788321168,0.164021164,0.0050236397,0.272815065,0.0096512774,0.796152865,0.0809399485,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006,2021,0.2122711529,0.8684210526,0.3411530815,0.0073476834,0.3629460594,0.0146184733,0.9107923876,0.0479879842,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095,22781,0.2808480752,0.7004598205,0.4009399969,0.0025110028,0.3469048493,0.0047357831,0.7840075657000001,0.1250232846,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.2321455364,13373,0.3490615419,0.7542413960000001,0.4772518147,0.0031369866,0.4059287248,0.0036186844,0.7217035265,0.1838907233,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922387,1027,0.2619279455,0.9026845638,0.4060377358,0.0092430022,0.3798466732,0.0138933989,0.8359875434,0.1316246701,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708542,2700,0.0603703704,0.871657754,0.1129199861,0.0019119374,0.239688444,0.0173318333,0.8838681736,0.0668798143,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,europe,Europe,2024,10472,493,9979,0.0470779221,2275,0.163956044,0.7565922921,0.2695086705,0.0108557919,0.2514595572,0.0277737031,0.8738247886,0.0569881351,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,global,Global,2025,49672,3787,45885,0.0762401353,13858,0.2087602829,0.7639292316,0.3279115897,0.0027725536,0.35290792,0.0095793851,0.8518493194000001,0.0810287768,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2025,19162,2442,16720,0.1274397245,7182,0.2932330827,0.8624078624,0.4376558603,0.0025542063,0.4463719637,0.0088102225,0.8522434965000001,0.1095339611,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,far_east,Far East,2025,1744,137,1607,0.0785550459,571,0.2329246935,0.9708029197,0.3757062147,0.0045308929,0.4974066283,0.0316992593,0.9398071394,0.0762487931,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,central_asia,Central Asia,2025,7618,304,7314,0.039905487,2276,0.0949033392,0.7105263158,0.1674418605,0.0015901914,0.1852561342,0.006102438,0.8051794144000001,0.0720806788,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,europe,Europe,2025,8878,632,8246,0.0711872043,1966,0.1932858596,0.6012658228000001,0.2925327175,0.0049563453,0.2447479121,0.0114186763,0.8318461655,0.070968915,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,global,Global,2021-2023,206438,36593,169845,0.1772590318,86376,0.3727771603,0.8799223895,0.5236929633,0.0013752359,0.5396568806,0.0034022015,0.8611514325,0.1189393008,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,59802,0.2745821102,45736,0.4599658912,0.929360311,0.6153688644,0.0012027151,0.6133338941,0.003499647,0.8370649395,0.1529329242,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,far_east,Far East,2021-2023,6484,795,5689,0.1226095003,2818,0.2629524485,0.9320754717,0.4101854415,0.0057147009,0.4153635048,0.0054104247,0.866537984,0.1177238255,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,central_asia,Central Asia,2021-2023,29340,2012,27328,0.0685753238,11181,0.1431893391,0.7957256461000001,0.2427044645,0.0017654878,0.2979894733,0.0059919999,0.8125006729,0.0967300168,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,europe,Europe,2021-2023,32712,1723,30989,0.0526718024,6969,0.2040464916,0.8253047011,0.3271974229,0.0032533459,0.3227954952,0.0068744212,0.8922819711000001,0.0550880848,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,global,Global,2021-2025,321173,49514,271659,0.1541661348,123015,0.337275942,0.8379448237,0.4809626208,0.002184068,0.4904584759,0.0052286628,0.8499677015,0.114308621,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,96993,0.2437782629,66291,0.4195290462,0.8894681293000001,0.5701428894,0.0011519763,0.5633756335,0.00487937,0.822202934,0.1528839923,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,far_east,Far East,2021-2025,10457,1230,9227,0.1176245577,4416,0.2588315217,0.9292682927,0.4048884166,0.0026599839,0.4097469277,0.015544895,0.871061466,0.1137697781,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,central_asia,Central Asia,2021-2025,45961,2503,43458,0.0544592154,16157,0.1225475026,0.7910507391,0.2122186495,0.0015133433,0.2713345358,0.0125334834,0.8233672999999999,0.0867972471,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM gated MoE (global full),Neural,global full NN features,europe,Europe,2021-2025,52062,2848,49214,0.0547040068,11210,0.1940231936,0.7636938202,0.3094323517,0.0026319564,0.2908173874,0.008902326,0.8765131976,0.0581783875,0.2481723875,0.2481723875,legacy_sampled_case_control,False,1185561,lstm_gated_moe,outputs/nn_global_full_lstm_gated_moe/metrics.json
LSTM static concat (global full),Neural,global full NN features,global,Global,2021,87238,24772,62466,0.2839588253,41203,0.5198650584,0.8646859357000001,0.6493368700000001,0.0019270494,0.5801070572,0.0013547925,0.8385919382,0.1468792649,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021,44639,19789,24850,0.4433119021,30247,0.6008199160000001,0.9183384709,0.7263969942,0.0018877224,0.643228098,0.0014284893,0.7685500084,0.1894514145,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,far_east,Far East,2021,2141,270,1871,0.1261092947,822,0.2883211679,0.8777777778,0.4340659341,0.0049052756,0.4751219629,0.0410268446,0.8726725657000001,0.1297550892,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,central_asia,Central Asia,2021,10197,903,9294,0.0885554575,3185,0.2062794349,0.7275747508,0.3214285714,0.0050143345,0.3626181061,0.0117381925,0.8306408045,0.0996121637,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,europe,Europe,2021,11926,847,11079,0.071021298,2143,0.2566495567,0.6493506494,0.3678929766,0.0151419461,0.3610726929,0.0149154843,0.886439058,0.0631097567,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,global,Global,2022,58312,4923,53389,0.0844251612,13143,0.226204063,0.6039000609,0.329126536,0.0057125719,0.2452670444,0.0053269301,0.8222973411000001,0.0925688493,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2022,18946,1456,17490,0.0768499947,5243,0.1899675758,0.6840659341,0.2973578146,0.0035557374,0.1732582447,0.0032556198,0.7995369018,0.1096556821,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,far_east,Far East,2022,2076,192,1884,0.0924855491,608,0.2154605263,0.6822916667000001,0.3275,0.0113683847,0.235202207,0.0202498583,0.8094148089000001,0.1104608576,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,central_asia,Central Asia,2022,9862,698,9164,0.0707767187,2905,0.1855421687,0.7722063037,0.2991951152,0.0065161107,0.2955576536,0.0170187562,0.8355287102000001,0.0901159566,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796709,1448,0.2044198895,0.7748691099,0.3234972678,0.0093328144,0.3180698511,0.028059115,0.9123273483,0.042677287,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.113289975,17345,0.2957624676,0.7436938243,0.4232149486,0.0031937829,0.3532353762,0.0058367359,0.8463238443000001,0.1046217664,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813611,6291,0.1676998887,0.7584471603,0.2746680552,0.0025153556,0.2300568983,0.008306499,0.7989962347,0.1258564092,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632,952,0.3035714286,0.8678678679,0.4498054475,0.0079223933,0.3970546652,0.0180749577,0.8377306986,0.1406041126,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211,2197,0.1124260355,0.6009732360000001,0.1894171779,0.0082014337,0.2980606173,0.007305587,0.8227509004,0.0760828038,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006,1441,0.2734212353,0.7975708502000001,0.4072351421,0.0067873844,0.4616144297,0.0228586706,0.9247994606,0.0420435532,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095,18484,0.3076173988,0.6225093059,0.4117604461,0.0037918252,0.3435518665,0.0043371321,0.7941538725,0.1235348899,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.2321455364,11476,0.3609271523,0.6692518985,0.4689499009,0.0023482902,0.3822173676,0.0033158138,0.7214753131,0.1848889923,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922387,898,0.2951002227,0.8892617450000001,0.4431438127,0.0097395297,0.4004366549,0.0211456682,0.8587649755000001,0.1322990095,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708542,1965,0.0697201018,0.7326203209000001,0.1273234201,0.0063440947,0.2110782496,0.0360008821,0.8652528946,0.0627046787,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,europe,Europe,2024,10472,493,9979,0.0470779221,1679,0.1846337105,0.6288032454,0.2854511971,0.0080857105,0.2550966589,0.0083017029,0.8672372225,0.0543824372,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,global,Global,2025,49672,3787,45885,0.0762401353,11139,0.2505610917,0.7369949828,0.3739782929,0.0046801138,0.3504127294,0.0089897538,0.8538560296000001,0.0808741574,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2025,19162,2442,16720,0.1274397245,6542,0.3180984408,0.8521703522,0.4632680321,0.0030095578,0.4369285059,0.0033774347,0.8407778769,0.1159075534,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,far_east,Far East,2025,1744,137,1607,0.0785550459,375,0.296,0.8102189781,0.43359375,0.017861101,0.4465001898,0.0391532439,0.9101195045,0.0705045142,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,central_asia,Central Asia,2025,7618,304,7314,0.039905487,1689,0.1077560687,0.5986842105,0.1826392373,0.0100530841,0.1818030621,0.0255308269,0.7967178123,0.0711220444,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,europe,Europe,2025,8878,632,8246,0.0711872043,1348,0.2462908012,0.5253164557000001,0.3353535354,0.0189681308,0.2855182718,0.0240324098,0.8488448177,0.0659112584,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,global,Global,2021-2023,206438,36593,169845,0.1772590318,71691,0.4118090137,0.8067936491000001,0.5452883159,0.0029785659,0.4759426306,0.0047268214,0.8545630580000001,0.119074677,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,59802,0.2745821102,41781,0.4840477729,0.8934440714,0.6279087818,0.0015445909,0.5280031084,0.0019131174,0.8183222462,0.1565689261,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,far_east,Far East,2021-2023,6484,795,5689,0.1226095003,2382,0.2758186398,0.8264150943,0.4135977337,0.0117435588,0.389416409,0.0273462186,0.8448792826,0.1273707449,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,central_asia,Central Asia,2021-2023,29340,2012,27328,0.0685753238,8287,0.1741281525,0.7171968191,0.2802213807,0.004624857,0.3217230228,0.0117041656,0.8340151749,0.0889772767,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,europe,Europe,2021-2023,32712,1723,30989,0.0526718024,5032,0.2464228935,0.7196749855,0.3671354552,0.0049383173,0.379032213,0.0093638814,0.9070034156,0.0499239033,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,global,Global,2021-2025,321173,49514,271659,0.1541661348,101314,0.3750715597,0.7674597084,0.5038852203,0.0034839198,0.4374845872,0.0032548967,0.8468918107000001,0.1140702047,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,96993,0.2437782629,59799,0.4422649208,0.8458438609000001,0.5808314849,0.0020309384,0.4874550147,0.0045082075,0.806922243,0.1563807126,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,far_east,Far East,2021-2025,10457,1230,9227,0.1176245577,3655,0.282626539,0.8398373984,0.4229273286,0.0045968592,0.3921855877,0.0122220018,0.8586953629,0.1189371976,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,central_asia,Central Asia,2021-2025,45961,2503,43458,0.0544592154,11941,0.1475588309,0.7039552537,0.2439767377,0.0031932122,0.287405016,0.0114181417,0.8368889405000001,0.0808714183,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
LSTM static concat (global full),Neural,global full NN features,europe,Europe,2021-2025,52062,2848,49214,0.0547040068,8059,0.233527733,0.6608146067,0.3450994774,0.0031064166,0.3339792297,0.0095306568,0.8879115225,0.053546997,0.320505619,0.320505619,legacy_sampled_case_control,False,1185561,lstm_mlp,outputs/nn_global_full_lstm_static_concat/metrics.json
Minimal MLP (global full),Neural,global full NN features,global,Global,2021,87238,24772,62466,0.2839588253,44043,0.5089344504000001,0.9048522525,0.6514568045,0.0010431127,0.6110804858000001,0.0029218157,0.8405183794000001,0.144881987,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021,44639,19789,24850,0.4433119021,32239,0.5832997301,0.9502754055,0.7228799877000001,0.0011153697,0.6737659377,0.0034286502,0.7652631144,0.1908514647,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,far_east,Far East,2021,2141,270,1871,0.1261092947,923,0.2643553629,0.9037037037,0.409052808,0.0024911804,0.4854044984,0.0156855551,0.8748025417,0.129979647,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021,10197,903,9294,0.0885554575,2991,0.2032764962,0.6733111849,0.3122752953,0.0029128148,0.2783815662,0.0102074572,0.8033050294,0.0937814201,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,europe,Europe,2021,11926,847,11079,0.071021298,1869,0.2830390583,0.6245572609000001,0.3895434462,0.0034727864,0.3494568563,0.0158258205,0.8842315034,0.0599946663,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,global,Global,2022,58312,4923,53389,0.0844251612,14763,0.2318634424,0.6953077392,0.3477598293,0.0011448515,0.2543481927,0.0031050028,0.8264425594,0.0856159121,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2022,18946,1456,17490,0.0768499947,5967,0.1887045416,0.7733516484,0.3033813822,0.0030641866,0.1867676232,0.0035862053,0.8078568837000001,0.0972258045,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,far_east,Far East,2022,2076,192,1884,0.0924855491,754,0.2135278515,0.8385416667000001,0.3403805497,0.0096832407,0.2727778672,0.0141934734,0.829485138,0.1076680176,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,central_asia,Central Asia,2022,9862,698,9164,0.0707767187,2851,0.1788846019,0.7306590258,0.2874049028,0.0040114688,0.2797209518,0.0198808772,0.8251880099000001,0.0832327538,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796709,1227,0.1923390383,0.6178010471000001,0.2933499068,0.004525003,0.258064972,0.0160897496,0.8935653882000001,0.041557616,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.113289975,19000,0.2897894737,0.7982023775,0.4252065797,0.0018852915,0.3782938199,0.0047317283,0.8533345670000001,0.098247063,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813611,7152,0.1595357942,0.8202731848,0.2671192789,0.0026897069,0.2577966659,0.013050005,0.8228896293,0.1125860839,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632,1063,0.2831608655,0.9039039039,0.4312320917,0.0021949452,0.3865769734,0.0244455594,0.8428640636,0.1371611832,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211,2103,0.1450309082,0.7420924574000001,0.2426412092,0.0084280868,0.3096681823,0.0162283604,0.8524625779,0.0655461013,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006,1267,0.2778216259,0.7125506073,0.3997728563,0.015715766,0.4260682944,0.0344469864,0.9137694901,0.0415306909,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095,20555,0.3118949161,0.7018830742000001,0.4318771262,0.0010073711,0.356303074,0.004052325,0.8003429428000001,0.1155434552,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.2321455364,13394,0.353292519,0.7645823235,0.4832763111,0.0017098341,0.3832141026,0.0042299361,0.7213484099,0.1750941927,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922387,991,0.2754793138,0.9161073826,0.4235841738,0.0065296144,0.3736867486,0.0114017525,0.8541215561000001,0.1280738841,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
